Timestamp,Open,High,Low,Close,Volume,SMA_10,SMA_50,SMA_100,EMA_10,EMA_50,EMA_100,RSI_10,RSI_50,RSI_100,VWAP,MACD,MACD_Hist,MACD_Signal
2022-01-03 05:45:00,604.8800,604.8800,604.8800,604.8800,200,603.3900,598.5404,592.5451,603.3900,598.5404,592.5451,28.0457,39.0048,37.1566,604.8800,-1.2951,0.9351,-2.2303
2022-01-03 08:00:00,604.7000,605.0000,604.7000,605.0000,1300,603.3900,598.5404,592.5451,603.3900,598.5404,592.5451,28.0457,39.0048,37.1566,604.8973,-1.2951,0.9351,-2.2303
2022-01-03 08:15:00,604.8900,604.8900,604.8900,604.8900,400,603.3900,598.5404,592.5451,603.3900,598.5404,592.5451,28.0457,39.0048,37.1566,604.8958,-1.2951,0.9351,-2.2303
2022-01-03 08:30:00,604.5100,605.0000,604.5100,605.0000,200,603.3900,598.5404,592.5451,603.3900,598.5404,592.5451,28.0457,39.0048,37.1566,604.8902,-1.2951,0.9351,-2.2303
2022-01-03 08:45:00,604.0000,604.0000,603.0000,603.0000,388,603.3900,598.5404,592.5451,603.3900,598.5404,592.5451,28.0457,39.0048,37.1566,604.6474,-1.2951,0.9351,-2.2303
2022-01-03 09:00:00,603.5000,603.5000,603.5000,603.5000,1741,603.3900,598.5404,592.5451,603.3900,598.5404,592.5451,28.0457,39.0048,37.1566,604.1750,-1.2951,0.9351,-2.2303
2022-01-03 09:15:00,604.0000,605.7900,604.0000,604.7800,1127,603.3900,598.5404,592.5451,603.3900,598.5404,592.5451,28.0457,39.0048,37.1566,604.3185,-1.2951,0.9351,-2.2303
2022-01-03 09:30:00,604.6400,609.9900,601.8950,606.5400,199064,603.3900,598.5404,592.5451,603.3900,598.5404,592.5451,28.0457,39.0048,37.1566,606.0939,-1.2951,0.9351,-2.2303
2022-01-03 09:45:00,606.6100,606.8300,596.4200,597.8300,102610,603.3900,598.5404,592.5451,603.3900,598.5404,592.5451,28.0457,39.0048,37.1566,604.1776,-1.2951,0.9351,-2.2303
2022-01-03 10:00:00,598.0400,601.4350,596.3000,598.4800,68738,603.3900,598.5404,592.5451,603.3900,598.5404,592.5451,28.0457,39.0048,37.1566,603.1826,-1.2951,0.9351,-2.2303
2022-01-03 10:15:00,598.7900,600.2800,597.0100,597.9600,40238,602.6980,598.5404,592.5451,602.4027,598.5404,592.5451,28.0457,39.0048,37.1566,602.7216,-1.2951,0.9351,-2.2303
2022-01-03 10:30:00,598.0000,599.2000,596.7700,598.5500,52103,602.0530,598.5404,592.5451,601.7022,598.5404,592.5451,30.9192,39.0048,37.1566,602.2154,-1.2951,0.9351,-2.2303
2022-01-03 10:45:00,598.9800,599.3700,597.1300,598.7850,33700,601.4425,598.5404,592.5451,601.1718,598.5404,592.5451,32.1189,39.0048,37.1566,601.9611,-1.2951,0.9351,-2.2303
2022-01-03 11:00:00,598.8300,599.5100,596.3000,596.8100,26566,600.6235,598.5404,592.5451,600.3788,598.5404,592.5451,27.6370,39.0048,37.1566,601.7388,-1.2951,0.9351,-2.2303
2022-01-03 11:15:00,596.7900,596.7900,593.8500,594.1000,51905,599.7335,598.5404,592.5451,599.2372,598.5404,592.5451,22.7887,39.0048,37.1566,601.1283,-1.2951,0.9351,-2.2303
2022-01-03 11:30:00,594.2300,594.2300,591.4100,591.8300,77150,598.5665,598.5404,592.5451,597.8904,598.5404,592.5451,19.5902,39.0048,37.1566,600.1145,-1.2951,0.9351,-2.2303
2022-01-03 11:45:00,591.6270,594.3990,591.4200,592.3800,39864,597.3265,598.5404,592.5451,596.8885,598.5404,592.5451,22.5179,39.0048,37.1566,599.6925,-1.2951,0.9351,-2.2303
2022-01-03 12:00:00,592.2100,592.8100,591.2600,592.4150,63677,595.9140,598.5404,592.5451,596.0752,598.5404,592.5451,22.7168,39.0048,37.1566,599.0624,-1.2951,0.9351,-2.2303
2022-01-03 12:15:00,592.3800,592.5380,590.5600,592.4550,39406,595.3765,598.5404,592.5451,595.4169,598.5404,592.5451,22.9680,39.0048,37.1566,598.7073,-1.2951,0.9351,-2.2303
2022-01-03 12:30:00,592.4300,593.7550,591.8500,593.3950,45613,594.8680,598.5404,592.5451,595.0493,598.5404,592.5451,28.9939,39.0048,37.1566,598.3996,-1.2951,0.9351,-2.2303
2022-01-03 12:45:00,593.5200,595.9600,593.1500,594.8800,42189,594.5600,598.5404,592.5451,595.0185,598.5404,592.5451,37.5666,39.0048,37.1566,598.2221,-1.2951,0.9351,-2.2303
2022-01-03 13:00:00,594.9100,594.9300,593.6500,594.7430,20684,594.1793,598.5404,592.5451,594.9684,598.5404,592.5451,37.1074,39.0048,37.1566,598.1361,-1.2951,0.9351,-2.2303
2022-01-03 13:15:00,594.8440,596.2800,594.6400,595.6600,19429,593.8668,598.5404,592.5451,595.0942,598.5404,592.5451,42.3488,39.0048,37.1566,598.0815,-1.2951,0.9351,-2.2303
2022-01-03 13:30:00,595.8700,598.1600,595.2400,597.8800,41558,593.9738,598.5404,592.5451,595.6007,598.5404,592.5451,52.9061,39.0048,37.1566,598.0391,-1.2951,0.9351,-2.2303
2022-01-03 13:45:00,597.5900,598.3200,597.0700,598.1800,18347,594.3818,598.5404,592.5451,596.0697,598.5404,592.5451,54.1664,39.0048,37.1566,598.0357,-1.2951,0.9351,-2.2303
2022-01-03 14:00:00,598.3800,599.6000,597.9400,598.2700,19117,595.0258,598.5404,592.5451,596.4697,598.5404,592.5451,54.5716,39.0048,37.1566,598.0465,-1.2951,0.9351,-2.2303
2022-01-03 14:15:00,598.0700,598.6500,597.5200,598.2600,29449,595.6138,598.5404,592.5451,596.7952,598.5404,592.5451,54.5121,39.0048,37.1566,598.0493,-1.2951,0.9351,-2.2303
2022-01-03 14:30:00,598.1800,598.7800,597.1500,598.6000,23128,596.2323,598.5404,592.5451,597.1234,598.5404,592.5451,56.3116,39.0048,37.1566,598.0520,-1.2951,0.9351,-2.2303
2022-01-03 14:45:00,598.5530,598.8700,597.8000,598.3900,25095,596.8258,598.5404,592.5451,597.3537,598.5404,592.5451,54.8232,39.0048,37.1566,598.0590,-1.2951,0.9351,-2.2303
2022-01-03 15:00:00,598.2500,599.0100,597.4500,598.5100,40279,597.3373,598.5404,592.5451,597.5639,598.5404,592.5451,55.5688,39.0048,37.1566,598.0685,-1.2951,0.9351,-2.2303
