Timestamp,Open,High,Low,Close,Volume
2022-01-03,58.8200,59.3100,58.3750,59.3000,20188377
2022-01-04,59.7300,60.5350,59.5900,60.2900,26141584
2022-01-05,60.0900,61.1950,60.0500,60.7900,22507262
2022-01-06,60.4650,61.1150,60.4350,60.4700,17902345
2022-01-07,60.2750,60.7200,60.0600,60.3300,12307896
2022-01-10,60.5500,60.8200,60.1800,60.4300,20954345
2022-01-11,60.4300,60.4900,59.8400,60.4500,17591613
2022-01-12,60.5300,60.6850,60.1900,60.5400,15753809
2022-01-13,60.5400,61.0400,60.3850,60.9000,14317992
2022-01-14,60.9400,61.4500,60.3600,61.3900,19729632
2022-01-18,61.0600,61.1900,60.4500,60.9000,20616874
2022-01-19,60.6600,61.1800,60.5550,61.0000,18072085
2022-01-20,61.0000,61.4400,60.7200,60.7500,23002353
2022-01-21,61.0800,61.3000,60.3982,60.4500,26643161
2022-01-24,59.9000,60.3500,58.5700,59.9600,30207455
2022-01-25,59.3600,60.0450,58.6900,59.8200,19027109
2022-01-26,59.7900,60.3450,59.2100,59.6000,19190239
2022-01-27,59.8800,60.9250,59.5000,59.6500,18898682
2022-01-28,59.3900,60.8900,58.9400,60.8400,19101494
2022-01-31,60.3000,61.1400,60.1500,61.0100,22045321
2022-02-01,60.9100,61.1400,60.1600,60.5600,20841657
2022-02-02,60.6200,61.2700,60.5600,61.1800,20225579
2022-02-03,60.9400,61.7800,60.5850,61.6100,19440490
2022-02-04,61.4900,61.6800,60.5700,60.9600,17403729
2022-02-07,61.3800,61.7200,60.8600,61.6000,17846411
2022-02-08,61.8300,62.3250,61.7400,62.0000,18771748
2022-02-09,62.1700,62.3200,60.9000,61.0400,23595558
2022-02-10,60.3600,62.3000,60.2000,61.3800,23561530
2022-02-11,61.7700,61.9800,60.1500,60.2900,22781387
2022-02-14,60.1600,60.7900,59.2800,60.6800,23641310
2022-02-15,60.9550,61.7800,60.6300,60.9100,13409343
2022-02-16,60.8600,61.3950,60.5550,60.9000,15484660
2022-02-17,60.5500,62.2750,60.4050,62.1200,21468724
2022-02-18,62.1200,62.8200,61.9900,62.5400,21975023
2022-02-22,62.4300,62.6400,61.7200,62.2800,21521498
2022-02-23,62.2400,62.3300,61.3400,61.5900,19248474
2022-02-24,59.9700,60.6200,59.2200,60.5100,27207444
2022-02-25,60.9400,62.8950,60.9200,62.8500,21487796
2022-02-28,61.6500,62.3350,61.4100,62.2400,25879116
2022-03-01,62.1400,62.7500,61.5100,61.9700,15871088
2022-03-02,62.2300,62.8800,61.7800,62.4300,17319120
2022-03-03,62.6100,63.0200,62.2850,62.4700,21262797
2022-03-04,61.4600,62.5900,61.2000,62.5700,17164633
2022-03-07,62.0100,62.0700,60.7200,61.0800,29151418
2022-03-08,61.4500,61.5400,58.5900,58.6600,30242133
2022-03-09,59.8200,59.8400,58.6600,58.9600,23022696
2022-03-10,58.4800,58.6600,57.5000,57.8800,20887284
2022-03-11,57.9600,58.8500,57.8600,57.9200,19855646
2022-03-14,57.9700,59.0350,57.9700,58.5400,17799380
2022-03-15,59.0800,59.8900,58.9800,59.6200,18607191
2022-03-16,59.7800,59.9350,58.6050,59.4600,17347253
2022-03-17,59.4600,60.1350,59.2300,60.0900,15586228
2022-03-18,60.3000,60.3000,59.7050,60.1000,29304511
2022-03-21,60.5000,61.1000,60.2450,60.5800,17430567
2022-03-22,60.9300,60.9500,60.0550,60.8000,17306023
2022-03-23,60.7500,60.9800,59.9950,60.4000,15529244
2022-03-24,60.6400,61.0200,60.4550,60.9800,13151348
2022-03-25,61.1200,61.6100,61.0500,61.5300,12064706
2022-03-28,61.5300,61.9400,61.2100,61.9200,11485219
2022-03-29,62.2100,62.5300,61.7400,62.1600,14720572
2022-03-30,62.0100,62.2100,61.5550,62.2100,13641002
2022-03-31,62.2200,62.6400,62.0000,62.0000,16822902
2022-04-01,62.3300,62.9500,62.0850,62.8700,12644879
2022-04-04,62.6000,62.7850,61.7200,62.5400,11506554
2022-04-05,62.4000,63.2350,62.3700,62.4700,15596185
2022-04-06,62.7700,63.2600,62.3000,63.1000,19267420
2022-04-07,63.1300,63.6700,62.7110,63.4400,13960823
2022-04-08,63.4800,64.0400,63.1600,63.8300,12703466
2022-04-11,63.9050,64.3000,63.6350,63.8100,12720105
2022-04-12,64.3800,64.8050,63.8900,64.5600,18089907
2022-04-13,64.4400,64.8700,64.2300,64.7300,11882991
2022-04-14,64.9600,65.5700,64.8200,65.0200,16388429
2022-04-18,64.7700,65.1800,64.1800,64.4400,11679372
2022-04-19,64.5000,65.2500,64.4400,65.0700,11993775
2022-04-20,65.4400,66.2400,65.4000,65.9600,14682923
2022-04-21,65.9800,67.0000,65.7200,66.2100,15120412
2022-04-22,66.0800,66.3400,65.1800,65.2500,14902199
2022-04-25,67.0000,67.2000,64.7800,65.9400,25082000
2022-04-26,65.5200,66.3670,65.0400,65.0500,21736142
2022-04-27,65.0000,66.2800,65.0000,65.5600,16971010
2022-04-28,64.6600,66.2800,64.5000,66.1900,22020524
