Timestamp,Open,High,Low,Close,Volume,SMA_10,SMA_50,SMA_100,EMA_10,EMA_50,EMA_100,RSI_10,RSI_50,RSI_100,VWAP,MACD,MACD_Hist,MACD_Signal,sentiment
2022-03-01 04:00:00,73.249,73.292,73.175,73.24,137.0,73.4958,73.7781,74.3521,73.4958,73.7781,74.3521,72.8297,53.2004,55.2464,73.2357,0.1161,-0.0156,0.1318,0.0
2022-03-01 04:15:00,73.472,73.525,73.399,73.463,355.0,73.4958,73.7781,74.3521,73.4958,73.7781,74.3521,72.8297,53.2004,55.2464,73.3992,0.1161,-0.0156,0.1318,0.0
2022-03-01 04:30:00,73.361,73.403,73.138,73.202,405.0,73.4958,73.7781,74.3521,73.4958,73.7781,74.3521,72.8297,53.2004,55.2464,73.3308,0.1161,-0.0156,0.1318,1.0
2022-03-01 04:45:00,73.165,73.394,73.082,73.342,424.0,73.4958,73.7781,74.3521,73.4958,73.7781,74.3521,72.8297,53.2004,55.2464,73.3121,0.1161,-0.0156,0.1318,0.0
2022-03-01 05:15:00,73.603,73.646,73.529,73.594,101.0,73.4958,73.7781,74.3521,73.4958,73.7781,74.3521,72.8297,53.2004,55.2464,73.3318,0.1161,-0.0156,0.1318,0.0
2022-03-01 06:00:00,73.594,73.655,73.501,73.603,1779.0,73.4958,73.7781,74.3521,73.4958,73.7781,74.3521,72.8297,53.2004,55.2464,73.4733,0.1161,-0.0156,0.1318,0.0
2022-03-01 06:15:00,73.472,73.515,73.389,73.454,330.0,73.4958,73.7781,74.3521,73.4958,73.7781,74.3521,72.8297,53.2004,55.2464,73.4714,0.1161,-0.0156,0.1318,0.0
2022-03-01 06:30:00,73.668,73.72,73.594,73.668,1353.0,73.4958,73.7781,74.3521,73.4958,73.7781,74.3521,72.8297,53.2004,55.2464,73.5238,0.1161,-0.0156,0.1318,0.0
2022-03-01 06:45:00,73.687,73.73,73.604,73.668,398.0,73.4958,73.7781,74.3521,73.4958,73.7781,74.3521,72.8297,53.2004,55.2464,73.5346,0.1161,-0.0156,0.1318,0.0
2022-03-01 07:00:00,73.482,73.823,73.371,73.724,3080.0,73.4958,73.7781,74.3521,73.4958,73.7781,74.3521,72.8297,53.2004,55.2464,73.5732,0.1161,-0.0156,0.1318,0.0
2022-03-01 07:15:00,73.715,73.982,73.613,73.929,5692.0,73.5647,73.7781,74.3521,73.5746,73.7781,74.3521,72.8297,53.2004,55.2464,73.6818,0.1161,-0.0156,0.1318,0.0
2022-03-01 07:30:00,73.92,74.205,73.697,73.957,20637.0,73.6141,73.7781,74.3521,73.6441,73.7781,74.3521,73.3785,53.2004,55.2464,73.8431,0.1161,-0.0156,0.1318,0.0
2022-03-01 07:45:00,73.938,73.982,73.753,73.92,2741.0,73.6859,73.7781,74.3521,73.6943,73.7781,74.3521,71.2649,53.2004,55.2464,73.8462,0.1161,-0.0156,0.1318,0.0
2022-03-01 08:00:00,73.621,74.168,73.547,73.836,39347.0,73.7353,73.7781,74.3521,73.72,73.7781,74.3521,66.4374,53.2004,55.2464,73.8483,0.1161,-0.0156,0.1318,0.0
2022-03-01 08:15:00,73.854,73.898,73.557,73.668,8267.0,73.7427,73.7781,74.3521,73.7106,73.7781,74.3521,57.7449,53.2004,55.2464,73.8346,0.1161,-0.0156,0.1318,0.0
2022-03-01 08:30:00,73.668,73.832,73.576,73.64,8403.0,73.7464,73.7781,74.3521,73.6977,73.7781,74.3521,56.3789,53.2004,55.2464,73.821,0.1161,-0.0156,0.1318,0.0
2022-03-01 08:45:00,73.649,74.14,73.566,73.892,29089.0,73.7902,73.7781,74.3521,73.7331,73.7781,74.3521,64.7238,53.2004,55.2464,73.8317,0.1161,-0.0156,0.1318,0.0
2022-03-01 09:00:00,73.864,74.028,73.746,73.873,13161.0,73.8107,73.7781,74.3521,73.7585,73.7781,74.3521,63.7029,53.2004,55.2464,73.8366,0.1161,-0.0156,0.1318,0.0
2022-03-01 09:15:00,73.938,74.075,72.617,72.988,65756.0,73.7427,73.7781,74.3521,73.6184,73.7781,74.3521,35.0718,53.2004,55.2464,73.6375,0.1161,-0.0156,0.1318,0.0
2022-03-01 09:30:00,73.407,75.035,72.924,74.908,3800226.0,73.8611,73.7781,74.3521,73.8529,73.7781,74.3521,68.8357,53.2004,55.2464,74.2562,0.1161,-0.0156,0.1318,0.0
2022-03-01 09:45:00,74.917,75.203,74.227,74.544,2102084.0,73.9226,73.7781,74.3521,73.9785,73.7781,74.3521,62.0398,53.2004,55.2464,74.3946,0.1161,-0.0156,0.1318,0.0
2022-03-01 10:00:00,74.563,74.816,73.892,73.971,1371593.0,73.924,73.7781,74.3521,73.9772,73.7781,74.3521,52.9042,53.2004,55.2464,74.3637,0.1161,-0.0156,0.1318,0.0
2022-03-01 10:15:00,73.966,74.065,73.366,73.799,1415844.0,73.9119,73.7781,74.3521,73.9448,73.7781,74.3521,50.4276,53.2004,55.2464,74.2649,0.1161,-0.0156,0.1318,0.0
2022-03-01 10:30:00,73.808,74.41,73.669,74.283,1265609.0,73.9566,73.7781,74.3521,74.0063,73.7781,74.3521,56.757,53.2004,55.2464,74.2469,0.1161,-0.0156,0.1318,0.0
2022-03-01 10:45:00,74.292,74.364,73.604,73.706,1207920.0,73.9604,73.7781,74.3521,73.9517,73.7781,74.3521,48.5465,53.2004,55.2464,74.2091,0.1161,-0.0156,0.1318,0.0
2022-03-01 11:00:00,73.715,74.149,73.529,73.864,1335629.0,73.9828,73.7781,74.3521,73.9357,73.7781,74.3521,50.7157,53.2004,55.2464,74.1711,0.1161,-0.0156,0.1318,0.0
2022-03-01 11:15:00,73.873,73.991,73.557,73.929,1124508.0,73.9865,73.7781,74.3521,73.9345,73.7781,74.3521,51.6475,53.2004,55.2464,74.143,0.1161,-0.0156,0.1318,1.0
2022-03-01 11:30:00,73.938,74.266,73.715,74.125,1444645.0,74.0117,73.7781,74.3521,73.9691,73.7781,74.3521,54.5279,53.2004,55.2464,74.1328,0.1161,-0.0156,0.1318,0.0
2022-03-01 11:45:00,74.134,74.205,73.529,74.032,1517353.0,74.1161,73.7781,74.3521,73.9806,73.7781,74.3521,52.8675,53.2004,55.2464,74.1138,0.1161,-0.0156,0.1318,0.0
2022-03-01 12:00:00,74.032,74.079,73.306,73.473,1357303.0,73.9726,73.7781,74.3521,73.8883,73.7781,74.3521,43.9331,53.2004,55.2464,74.0768,0.1161,-0.0156,0.1318,0.0
2022-03-01 12:15:00,73.472,73.963,73.287,73.901,1078250.0,73.9083,73.7781,74.3521,73.8906,73.7781,74.3521,50.9806,53.2004,55.2464,74.0566,0.1161,-0.0156,0.1318,0.0
2022-03-01 12:30:00,73.91,74.371,73.761,74.097,1083828.0,73.9209,73.7781,74.3521,73.9281,73.7781,74.3521,53.9273,53.2004,55.2464,74.0576,0.1161,-0.0156,0.1318,0.0
2022-03-01 12:45:00,74.115,74.448,73.902,74.255,793262.0,73.9665,73.7781,74.3521,73.9876,73.7781,74.3521,56.2813,53.2004,55.2464,74.0631,0.1161,-0.0156,0.1318,0.0
2022-03-01 13:00:00,74.265,74.373,73.86,73.994,707198.0,73.9376,73.7781,74.3521,73.9887,73.7781,74.3521,51.4559,53.2004,55.2464,74.0635,0.1161,-0.0156,0.1318,0.0
2022-03-01 13:15:00,74.013,74.187,73.343,73.435,934444.0,73.9105,73.7781,74.3521,73.8881,73.7781,74.3521,42.7364,53.2004,55.2464,74.0467,0.0641,-0.0541,0.1183,0.0
2022-03-01 13:30:00,73.444,73.55,73.185,73.379,998825.0,73.862,73.7781,74.3521,73.7955,73.7781,74.3521,41.9452,53.2004,55.2464,74.0183,0.0182,-0.08,0.0982,0.0
2022-03-01 13:45:00,73.379,73.646,73.296,73.529,859181.0,73.822,73.7781,74.3521,73.747,73.7781,74.3521,44.9769,53.2004,55.2464,73.9998,-0.006,-0.0834,0.0774,0.0
2022-03-01 14:00:00,73.547,73.711,73.413,73.529,518331.0,73.7624,73.7781,74.3521,73.7074,73.7781,74.3521,44.9769,53.2004,55.2464,73.9906,-0.025,-0.0819,0.0569,0.0
2022-03-01 14:15:00,73.547,73.73,73.213,73.594,805358.0,73.7186,73.7781,74.3521,73.6868,73.7781,74.3521,46.4723,53.2004,55.2464,73.9757,-0.0343,-0.073,0.0387,0.0
