Timestamp,Open,High,Low,Close,Volume
2022-01-03,62.0700,62.2400,61.3350,61.8800,12360783
2022-01-04,61.5000,62.3100,61.0700,62.1300,11415248
2022-01-05,62.4400,63.2700,62.1200,62.1600,11074115
2022-01-06,61.7200,61.7900,60.8600,61.4800,8048874
2022-01-07,61.4900,63.0100,61.2100,62.8300,16669963
2022-01-10,62.8000,65.3150,62.7600,65.1000,27534132
2022-01-11,64.7100,65.8500,64.3100,65.4800,12991069
2022-01-12,64.8600,65.3600,64.3800,64.8200,10148203
2022-01-13,64.6500,64.9550,63.8630,64.6000,8201804
2022-01-14,64.2800,64.9900,64.2450,64.9300,10302187
2022-01-18,64.6800,65.0300,63.8100,64.8900,12277475
2022-01-19,64.8600,65.3300,64.4150,64.7200,11422556
2022-01-20,64.5200,65.3500,64.1300,64.5800,8523099
2022-01-21,64.7400,64.9200,63.2900,63.5400,13273172
2022-01-24,63.1800,63.4200,61.1900,62.6100,17673852
2022-01-25,62.2400,62.8100,61.4500,62.4600,16752834
2022-01-26,62.1600,63.4100,61.8600,62.2400,13664186
2022-01-27,62.5100,64.5200,62.3500,63.8600,16569453
2022-01-28,63.6800,64.9200,63.2400,64.9100,10848383
2022-01-31,64.5800,65.0000,64.3900,64.8900,12036686
2022-02-01,65.0100,65.2600,64.6800,65.1900,12055498
2022-02-02,64.8450,64.9800,64.0300,64.8000,12312348
2022-02-03,64.8000,65.0800,63.6000,64.0700,13946666
2022-02-04,63.1450,65.4500,62.9000,64.9900,13193672
2022-02-07,65.3800,66.4500,65.0000,66.1900,17537971
2022-02-08,66.2500,66.2900,65.6000,65.8900,13614086
2022-02-09,65.7400,67.2699,65.6200,67.1400,17159902
2022-02-10,66.8700,67.1000,66.1700,66.5100,21184508
2022-02-11,66.4200,67.3550,66.3900,66.8800,15613389
2022-02-14,66.8700,67.0200,65.8200,66.8100,14939425
2022-02-15,66.7300,68.0600,66.7300,67.7700,24972779
2022-02-16,67.7700,68.3900,67.4500,67.6000,14253321
2022-02-17,67.5000,67.7760,66.7900,67.3900,13456461
2022-02-18,67.3800,67.9150,67.1800,67.5500,12278890
2022-02-22,67.6700,68.2700,67.0540,67.4500,15459073
2022-02-23,67.9000,68.2900,67.4600,67.9300,15957764
2022-02-24,66.4900,67.1700,66.1900,67.1000,18055497
2022-02-25,67.6900,69.3200,67.6300,68.8000,15719840
2022-02-28,67.6900,68.7000,67.2909,68.6700,22480239
2022-03-01,68.1200,69.0100,68.0200,68.6300,12418341
2022-03-02,68.7600,69.2450,68.5100,68.8500,13004697
2022-03-03,68.8500,69.6450,68.6100,69.1100,15731026
