Timestamp,Open,High,Low,Close,Volume
2022-01-03,61.2400,63.6000,61.2100,63.5400,24290187
2022-01-04,64.1300,66.1850,64.1000,65.9300,38584046
2022-01-05,66.5000,67.6100,66.4800,66.7500,34033275
2022-01-06,68.0000,68.4800,67.0700,68.3200,30668514
2022-01-07,68.5200,69.1800,67.9800,68.8800,23985401
2022-01-10,68.9700,69.1700,67.9500,68.4700,22760316
2022-01-11,68.8900,71.4000,68.5800,71.3500,31908074
2022-01-12,71.1400,71.8100,70.6400,71.1400,23045051
2022-01-13,71.1200,71.5800,70.3100,70.6300,21043176
2022-01-14,70.6500,72.1450,70.6000,71.8700,23012866
2022-01-18,72.8200,73.8800,72.0100,73.0800,31605833
2022-01-19,73.7500,73.8600,72.5500,73.1100,26301952
2022-01-20,72.5000,74.3700,72.2600,73.2700,26774550
2022-01-21,73.1800,73.1800,71.0400,72.1700,35120462
2022-01-24,70.8800,73.0800,69.8050,72.7900,41576131
2022-01-25,72.5900,75.2350,71.3900,74.9300,39278417
2022-01-26,75.4300,76.0000,73.4900,74.1700,35252385
2022-01-27,75.4600,76.0100,73.9850,75.1200,29174687
2022-01-28,74.9700,75.6200,73.9500,75.2800,30595660
2022-01-31,74.9700,76.4200,74.2650,75.9600,36085479
2022-02-01,76.4500,81.5100,76.2700,80.8300,61033081
2022-02-02,80.0600,80.8100,79.1500,80.6200,30299322
2022-02-03,80.0900,80.3100,79.0200,79.6800,28529399
2022-02-04,80.8700,82.5300,80.8700,81.4100,32197543
2022-02-07,81.1400,83.0800,80.6400,82.3900,34949215
2022-02-08,82.2700,82.4962,79.9200,80.2600,34356264
2022-02-09,79.5800,80.0300,78.7051,79.0000,40106115
2022-02-10,78.7200,79.6800,77.7920,78.2400,28527663
2022-02-11,78.6200,80.3200,78.2300,80.2100,42002092
2022-02-14,79.5800,79.8400,77.0500,78.9800,34652780
2022-02-15,76.9000,78.1900,76.4200,77.9900,25089507
2022-02-16,78.7900,79.7300,78.0400,78.3500,21733753
2022-02-17,78.4800,79.1200,77.9500,78.2300,23738816
2022-02-18,77.1600,78.1700,76.8900,77.3600,23394776
2022-02-22,79.6700,79.7900,75.3100,76.4600,35785378
2022-02-23,76.4600,77.4700,76.1300,76.7700,25385006
2022-02-24,79.0000,79.0300,74.0300,75.8000,46199851
2022-02-25,76.6900,77.9900,76.2600,77.8400,28310258
2022-02-28,76.5100,78.9300,76.2000,78.4200,32204637
2022-03-01,78.7700,80.6500,78.3300,79.1700,40002342
