Timestamp,Open,High,Low,Close,Volume,SMA_10,SMA_50,SMA_100,EMA_10,EMA_50,EMA_100,RSI_10,RSI_50,RSI_100,VWAP,MACD,MACD_Hist,MACD_Signal,sentiment
2022-03-01 04:00:00,134.654,134.889,134.539,134.796,300,135.231,137.0517,139.3802,135.231,137.0517,139.3802,72.5929,62.3857,61.8685,134.7413,0.7663,-0.0507,0.8171,0
2022-03-01 04:30:00,134.589,134.712,134.474,134.62,115,135.231,137.0517,139.3802,135.231,137.0517,139.3802,72.5929,62.3857,61.8685,134.7027,0.7663,-0.0507,0.8171,0
2022-03-01 04:45:00,134.589,134.712,134.474,134.62,100,135.231,137.0517,139.3802,135.231,137.0517,139.3802,72.5929,62.3857,61.8685,134.6832,0.7663,-0.0507,0.8171,0
2022-03-01 05:30:00,134.542,134.666,134.428,134.574,100,135.231,137.0517,139.3802,135.231,137.0517,139.3802,72.5929,62.3857,61.8685,134.6625,0.7663,-0.0507,0.8171,0
2022-03-01 05:45:00,134.542,134.666,134.428,134.574,114,135.231,137.0517,139.3802,135.231,137.0517,139.3802,72.5929,62.3857,61.8685,134.6458,0.7663,-0.0507,0.8171,0
2022-03-01 06:00:00,134.542,135.994,134.428,135.901,3233,135.231,137.0517,139.3802,135.231,137.0517,139.3802,72.5929,62.3857,61.8685,135.2947,0.7663,-0.0507,0.8171,0
2022-03-01 06:15:00,135.972,136.106,135.857,136.013,297,135.231,137.0517,139.3802,135.231,137.0517,139.3802,72.5929,62.3857,61.8685,135.3433,0.7663,-0.0507,0.8171,0
2022-03-01 06:30:00,135.814,135.939,135.69,135.846,425,135.231,137.0517,139.3802,135.231,137.0517,139.3802,72.5929,62.3857,61.8685,135.387,0.7663,-0.0507,0.8171,0
2022-03-01 06:45:00,135.86,135.985,135.513,135.66,384,135.231,137.0517,139.3802,135.231,137.0517,139.3802,72.5929,62.3857,61.8685,135.4122,0.7663,-0.0507,0.8171,0
2022-03-01 07:00:00,135.814,135.939,135.421,135.706,4408,135.231,137.0517,139.3802,135.231,137.0517,139.3802,72.5929,62.3857,61.8685,135.5408,0.7663,-0.0507,0.8171,0
2022-03-01 07:15:00,135.536,135.836,135.328,135.744,2825,135.3258,137.0517,139.3802,135.3243,137.0517,139.3802,72.5929,62.3857,61.8685,135.5627,0.7663,-0.0507,0.8171,0
2022-03-01 07:30:00,135.712,135.855,134.901,135.335,8811,135.3973,137.0517,139.3802,135.3262,137.0517,139.3802,59.6683,62.3857,61.8685,135.4796,0.7663,-0.0507,0.8171,0
2022-03-01 07:45:00,135.257,135.4,134.679,134.889,14696,135.4242,137.0517,139.3802,135.2467,137.0517,139.3802,49.0806,62.3857,61.8685,135.2784,0.7663,-0.0507,0.8171,0
2022-03-01 08:00:00,135.814,136.059,133.065,135.084,20905,135.4752,137.0517,139.3802,135.2171,137.0517,139.3802,53.1216,62.3857,61.8685,135.0785,0.7663,-0.0507,0.8171,0
2022-03-01 08:15:00,135.025,135.177,134.679,134.958,5740,135.5136,137.0517,139.3802,135.17,137.0517,139.3802,50.258,62.3857,61.8685,135.0656,0.7663,-0.0507,0.8171,0
2022-03-01 08:30:00,134.839,135.033,134.493,134.639,16771,135.3874,137.0517,139.3802,135.0735,137.0517,139.3802,43.6404,62.3857,61.8685,134.9928,0.7663,-0.0507,0.8171,0
2022-03-01 08:45:00,134.607,134.963,134.41,134.75,18782,135.2611,137.0517,139.3802,135.0147,137.0517,139.3802,46.3706,62.3857,61.8685,134.9381,0.7663,-0.0507,0.8171,0
2022-03-01 09:00:00,134.78,134.907,134.428,134.713,18815,135.1478,137.0517,139.3802,134.9598,137.0517,139.3802,45.5533,62.3857,61.8685,134.897,0.7663,-0.0507,0.8171,0
2022-03-01 09:15:00,134.682,134.963,134.521,134.666,24654,135.0484,137.0517,139.3802,134.9064,137.0517,139.3802,44.4476,62.3857,61.8685,134.8656,0.7663,-0.0507,0.8171,0
