Timestamp,Open,High,Low,Close,Volume,SMA_10,SMA_50,SMA_100,EMA_10,EMA_50,EMA_100,RSI_10,RSI_50,RSI_100,VWAP,MACD,MACD_Hist,MACD_Signal,sentiment
2022-03-01 06:15:00,154.534,154.635,154.493,154.58,100,154.5284,154.8791,156.5105,154.5284,154.8791,156.5105,54.7496,59.4734,58.4366,154.5693,0.0382,0.0992,-0.061,1
2022-03-01 07:00:00,154.874,154.975,154.833,154.921,134,154.5284,154.8791,156.5105,154.5284,154.8791,156.5105,54.7496,59.4734,58.4366,154.7642,0.0382,0.0992,-0.061,0
2022-03-01 07:15:00,154.468,154.569,154.427,154.514,104,154.5284,154.8791,156.5105,154.5284,154.8791,156.5105,54.7496,59.4734,58.4366,154.684,0.0382,0.0992,-0.061,0
2022-03-01 08:00:00,154.874,154.975,154.833,154.921,304,154.5284,154.8791,156.5105,154.5284,154.8791,156.5105,54.7496,59.4734,58.4366,154.7908,0.0382,0.0992,-0.061,0
2022-03-01 08:15:00,154.232,154.332,154.191,154.278,100,154.5284,154.8791,156.5105,154.5284,154.8791,156.5105,54.7496,59.4734,58.4366,154.7202,0.0382,0.0992,-0.061,0
2022-03-01 08:45:00,154.931,155.032,154.89,154.977,100,154.5284,154.8791,156.5105,154.5284,154.8791,156.5105,54.7496,59.4734,58.4366,154.7495,0.0382,0.0992,-0.061,0
2022-03-01 09:00:00,154.402,154.503,154.361,154.448,100,154.5284,154.8791,156.5105,154.5284,154.8791,156.5105,54.7496,59.4734,58.4366,154.7163,0.0382,0.0992,-0.061,0
2022-03-01 09:15:00,154.524,154.626,153.558,153.645,2341,154.5284,154.8791,156.5105,154.5284,154.8791,156.5105,54.7496,59.4734,58.4366,154.1649,0.0382,0.0992,-0.061,0
2022-03-01 09:30:00,154.024,155.032,153.794,154.75,505435,154.5284,154.8791,156.5105,154.5284,154.8791,156.5105,54.7496,59.4734,58.4366,154.523,0.0382,0.0992,-0.061,0
2022-03-01 09:45:00,154.647,154.843,154.04,154.25,157236,154.5284,154.8791,156.5105,154.5284,154.8791,156.5105,54.7496,59.4734,58.4366,154.4887,0.0382,0.0992,-0.061,0
2022-03-01 10:00:00,154.298,155.268,154.257,155.185,152147,154.5889,154.8791,156.5105,154.6478,154.8791,156.5105,54.7496,59.4734,58.4366,154.5658,0.0382,0.0992,-0.061,0
2022-03-01 10:15:00,155.138,155.741,154.49,154.722,127994,154.569,154.8791,156.5105,154.6613,154.8791,156.5105,50.6578,59.4734,58.4366,154.6224,0.0382,0.0992,-0.061,0
2022-03-01 10:30:00,154.676,154.9,154.229,154.382,106141,154.5558,154.8791,156.5105,154.6105,154.8791,156.5105,47.7462,59.4734,58.4366,154.6104,0.0382,0.0992,-0.061,0
2022-03-01 10:45:00,154.331,154.626,154.106,154.41,103147,154.5047,154.8791,156.5105,154.574,154.8791,156.5105,48.0196,59.4734,58.4366,154.5899,0.0382,0.0992,-0.061,0
2022-03-01 11:00:00,154.383,154.815,154.162,154.637,145872,154.5406,154.8791,156.5105,154.5855,154.8791,156.5105,50.359,59.4734,58.4366,154.5841,0.0382,0.0992,-0.061,0
2022-03-01 11:15:00,154.609,154.721,154.077,154.454,129188,154.4883,154.8791,156.5105,154.5616,154.8791,156.5105,48.4075,59.4734,58.4366,154.569,0.0382,0.0992,-0.061,0
2022-03-01 11:30:00,154.439,154.54,153.86,153.994,148244,154.4429,154.8791,156.5105,154.4584,154.8791,156.5105,43.68,59.4734,58.4366,154.5279,0.0382,0.0992,-0.061,0
2022-03-01 11:45:00,153.967,154.068,153.386,153.872,150642,154.4656,154.8791,156.5105,154.3518,154.8791,156.5105,42.4581,59.4734,58.4366,154.4624,0.0382,0.0992,-0.061,0
2022-03-01 12:00:00,153.825,154.077,153.503,153.985,100447,154.3891,154.8791,156.5105,154.2851,154.8791,156.5105,44.0684,59.4734,58.4366,154.429,0.0382,0.0992,-0.061,0
