Timestamp,Open,High,Low,Close,Volume,SMA_10,SMA_50,SMA_100,EMA_10,EMA_50,EMA_100,RSI_10,RSI_50,RSI_100,VWAP,MACD,MACD_Hist,MACD_Signal
2022-01-03 07:00:00,108.4960,108.6110,108.3960,108.5310,100,108.4588,109.3730,110.4023,108.4588,109.3730,110.4023,61.7172,60.3141,63.3589,108.5127,0.2465,-0.0597,0.3062
2022-01-03 07:30:00,108.6430,108.7670,108.5430,108.6880,300,108.4588,109.3730,110.4023,108.4588,109.3730,110.4023,61.7172,60.3141,63.3589,108.6277,0.2465,-0.0597,0.3062
2022-01-03 07:45:00,108.7070,108.8220,108.6070,108.7430,320,108.4588,109.3730,110.4023,108.4588,109.3730,110.4023,61.7172,60.3141,63.3589,108.6705,0.2465,-0.0597,0.3062
2022-01-03 08:00:00,108.8540,108.9690,108.2860,108.4210,1660,108.4588,109.3730,110.4023,108.4588,109.3730,110.4023,61.7172,60.3141,63.3589,108.5925,0.2465,-0.0597,0.3062
2022-01-03 08:15:00,108.1100,108.5000,108.0110,108.1820,797,108.4588,109.3730,110.4023,108.4588,109.3730,110.4023,61.7172,60.3141,63.3589,108.5018,0.2465,-0.0597,0.3062
2022-01-03 08:30:00,108.1100,108.4360,108.0110,108.3290,1075,108.4588,109.3730,110.4023,108.4588,109.3730,110.4023,61.7172,60.3141,63.3589,108.4403,0.2465,-0.0597,0.3062
2022-01-03 08:45:00,108.1650,108.5000,108.0660,108.4210,304,108.4588,109.3730,110.4023,108.4588,109.3730,110.4023,61.7172,60.3141,63.3589,108.4329,0.2465,-0.0597,0.3062
2022-01-03 09:00:00,108.1200,108.4080,108.0200,108.1640,1087,108.4588,109.3730,110.4023,108.4588,109.3730,110.4023,61.7172,60.3141,63.3589,108.3875,0.2465,-0.0597,0.3062
2022-01-03 09:15:00,108.0000,108.5000,107.6900,107.8240,3278,108.4588,109.3730,110.4023,108.4588,109.3730,110.4023,61.7172,60.3141,63.3589,108.2468,0.2465,-0.0597,0.3062
2022-01-03 09:30:00,107.8530,109.3830,107.6350,109.2850,641751,108.4588,109.3730,110.4023,108.4588,109.3730,110.4023,61.7172,60.3141,63.3589,108.7605,0.2465,-0.0597,0.3062
2022-01-03 09:45:00,109.2680,109.5300,108.5250,109.2570,469496,108.5314,109.3730,110.4023,108.6039,109.3730,110.4023,61.7172,60.3141,63.3589,108.9045,0.2465,-0.0597,0.3062
2022-01-03 10:00:00,109.2480,109.7820,108.9930,109.5050,378825,108.6131,109.3730,110.4023,108.7678,109.3730,110.4023,64.8442,60.3141,63.3589,109.0365,0.2465,-0.0597,0.3062
