Timestamp,Open,High,Low,Close,Volume,SMA_10,SMA_50,SMA_100,EMA_10,EMA_50,EMA_100,RSI_10,RSI_50,RSI_100,VWAP,MACD,MACD_Hist,MACD_Signal
2022-01-03 04:00:00,331.2930,331.7310,330.3330,330.9300,5741,330.5166,328.1482,327.5298,330.5166,328.1482,327.5298,52.7663,44.5619,38.6731,330.9980,-1.3993,0.0880,-1.4873
2022-01-03 04:15:00,330.5090,330.8100,330.0690,330.1270,1453,330.5166,328.1482,327.5298,330.5166,328.1482,327.5298,52.7663,44.5619,38.6731,330.8642,-1.3993,0.0880,-1.4873
2022-01-03 04:30:00,329.7930,330.1330,329.7060,330.0680,655,330.5166,328.1482,327.5298,330.5166,328.1482,327.5298,52.7663,44.5619,38.6731,330.7895,-1.3993,0.0880,-1.4873
2022-01-03 04:45:00,330.0870,330.1630,329.8140,329.9990,3189,330.5166,328.1482,327.5298,330.5166,328.1482,327.5298,52.7663,44.5619,38.6731,330.5591,-1.3993,0.0880,-1.4873
2022-01-03 05:00:00,330.0970,330.3200,329.9900,330.1360,3276,330.5166,328.1482,327.5298,330.5166,328.1482,327.5298,52.7663,44.5619,38.6731,330.4651,-1.3993,0.0880,-1.4873
2022-01-03 05:15:00,330.2250,330.4960,329.9410,330.2930,4556,330.5166,328.1482,327.5298,330.5166,328.1482,327.5298,52.7663,44.5619,38.6731,330.4116,-1.3993,0.0880,-1.4873
2022-01-03 05:45:00,330.4700,330.5160,330.3920,330.4500,100,330.5166,328.1482,327.5298,330.5166,328.1482,327.5298,52.7663,44.5619,38.6731,330.4118,-1.3993,0.0880,-1.4873
2022-01-03 06:00:00,330.6560,331.2310,330.5780,331.0770,1263,330.5166,328.1482,327.5298,330.5166,328.1482,327.5298,52.7663,44.5619,38.6731,330.4461,-1.3993,0.0880,-1.4873
2022-01-03 06:15:00,331.2240,331.2710,331.1470,331.2050,821,330.5166,328.1482,327.5298,330.5166,328.1482,327.5298,52.7663,44.5619,38.6731,330.4758,-1.3993,0.0880,-1.4873
2022-01-03 06:30:00,330.9010,330.9470,330.8040,330.8810,1532,330.5166,328.1482,327.5298,330.5166,328.1482,327.5298,52.7663,44.5619,38.6731,330.5031,-1.3993,0.0880,-1.4873
2022-01-03 06:45:00,331.2730,331.3200,331.0190,331.0770,538,330.5313,328.1482,327.5298,330.6185,328.1482,327.5298,52.7663,44.5619,38.6731,330.5179,-1.3993,0.0880,-1.4873
