Timestamp,Open,High,Low,Close,Volume
2022-01-03,72.0300,73.9600,72.0206,73.7700,5769987
2022-01-04,74.5600,77.3800,74.2800,76.9700,9189329
2022-01-05,77.9800,78.2700,75.5200,75.6500,9034480
2022-01-06,77.8200,78.7900,76.9000,78.4900,8679016
2022-01-07,78.8700,80.9300,78.3800,80.6400,10838782
2022-01-10,80.6500,81.1600,79.2100,81.0300,9125394
2022-01-11,81.6100,83.7650,80.6300,83.5900,8475024
2022-01-12,84.0000,84.5400,83.1000,84.4000,7740127
2022-01-13,83.9400,84.8600,83.1900,83.6200,6814006
2022-01-14,84.2200,86.8700,83.8700,86.7400,7946637
2022-01-18,88.0000,89.1100,85.8200,87.5100,10701780
2022-01-19,87.8900,88.4400,85.7200,87.2800,7308735
2022-01-20,86.0500,88.4700,85.4000,85.6300,7707678
2022-01-21,84.9100,85.1100,82.1456,82.7200,10625731
2022-01-24,80.7000,83.4450,78.7805,83.0200,9506258
2022-01-25,83.1200,87.2600,81.3200,87.1100,8514773
2022-01-26,88.7200,89.1897,86.3600,87.0600,9416372
2022-01-27,88.9500,89.7400,87.8100,89.6600,9629577
2022-01-28,87.9800,89.7150,87.7000,89.2200,11561378
2022-01-31,88.7800,89.4300,86.9200,88.6200,7539845
2022-02-01,87.4000,91.8850,87.2200,91.5400,9424874
2022-02-02,90.4500,92.6100,88.9800,92.2100,8803363
2022-02-03,92.7800,92.9500,89.4700,90.8700,13258512
2022-02-04,92.0000,94.9300,91.7500,91.8700,12035305
2022-02-07,90.4200,94.2300,89.6800,92.9400,8420614
2022-02-08,91.9500,93.1500,90.0000,91.3300,7481571
2022-02-09,91.5300,94.0400,91.2500,92.9500,6973174
2022-02-10,92.2400,94.3300,91.2900,91.9100,7149932
2022-02-11,91.8350,93.6900,91.3500,93.5200,9580809
2022-02-14,92.5000,92.7200,90.2100,91.5500,7274373
2022-02-15,88.6800,89.9200,87.7300,89.6800,8381456
2022-02-16,89.7700,91.9000,89.6350,90.2100,6854358
2022-02-17,90.1600,91.8500,90.1600,91.1600,6842765
2022-02-18,89.6100,90.6400,88.7000,89.6300,6574777
2022-02-22,92.7300,92.8500,86.4200,87.8300,9214150
2022-02-23,88.0000,89.4800,87.3500,88.2300,7354969
2022-02-24,90.0000,90.2500,85.2900,87.7300,11509285
2022-02-25,88.3800,91.5200,87.8200,91.2700,10563007
2022-02-28,90.6700,95.0699,89.8500,94.8600,15095976
2022-03-01,95.8500,98.4600,94.8000,96.9600,14453517
2022-03-02,98.3700,99.9700,97.1900,98.0400,16168037
2022-03-03,97.2000,98.1900,95.6300,97.4100,8704944
2022-03-04,97.6100,100.3400,97.4410,100.2700,10980735
2022-03-07,101.4900,103.7700,99.1200,101.2700,13788829
2022-03-08,101.5100,104.4400,95.8600,98.8000,17231393
2022-03-09,95.3600,98.7200,92.7600,96.2100,12656214
2022-03-10,97.2800,99.8250,96.4400,99.7200,9480956
2022-03-11,98.8300,101.0594,98.1600,98.4100,7666506
2022-03-14,97.3800,97.5500,94.2138,96.5500,10532224
2022-03-15,92.8600,95.8200,92.3200,95.0500,8863644
2022-03-16,95.2000,95.7600,94.1000,94.8200,9314226
2022-03-17,96.6500,99.0650,96.5100,98.8300,8868334
2022-03-18,99.1100,100.1500,98.4700,99.6000,15907066
2022-03-21,101.1700,103.9700,100.8700,102.7600,8100795
2022-03-22,102.6700,102.8700,100.3200,101.7700,6284040
2022-03-23,103.2200,105.0200,103.1900,104.3700,7681542
2022-03-24,104.9700,105.8500,103.7500,104.5400,6192473
2022-03-25,104.1700,107.5200,103.8200,107.5000,7808031
2022-03-28,105.0600,105.1400,103.0100,103.5000,6091062
2022-03-29,99.9900,100.9400,97.8400,100.6900,10977578
2022-03-30,101.3400,102.7600,100.6000,101.1000,6069241
2022-03-31,100.0000,102.4450,99.4000,100.0000,9777896
2022-04-01,100.1500,101.6600,99.2800,100.5800,6934069
2022-04-04,101.4100,101.9100,99.6200,100.5500,4947996
2022-04-05,100.8500,101.6600,97.9000,98.0500,5641880
2022-04-06,99.7500,100.1700,96.8200,97.5400,5680173
2022-04-07,98.7300,100.2000,96.9100,99.9600,6285316
2022-04-08,100.6900,103.3100,100.5300,103.0500,6175229
2022-04-11,101.9000,102.0000,97.7900,97.9800,7002194
2022-04-12,100.0500,101.8800,99.4100,100.0000,7412050
2022-04-13,101.0800,101.7300,98.9200,100.2300,7365086
2022-04-14,100.1900,102.3800,99.8400,101.3700,6337804
2022-04-18,102.7100,104.1100,101.7000,103.4700,4867040
2022-04-19,102.8300,103.5800,101.0200,101.5600,5331654
2022-04-20,102.1000,103.4700,101.3800,102.6700,6044057
2022-04-21,103.1200,103.7572,98.3100,98.6700,6290572
2022-04-22,97.8700,99.4500,95.7700,96.0100,6483855
2022-04-25,93.0000,93.4200,88.8000,91.6600,11913390
2022-04-26,92.5100,94.2850,91.3000,91.3200,5931591
2022-04-27,91.7200,93.9300,88.7700,93.0600,6765809
2022-04-28,93.0400,98.4600,91.2000,97.5500,9521302
2022-04-29,97.7500,98.8100,94.9200,95.5200,8777670
2022-05-02,94.2700,96.0500,92.5800,95.9200,6980671
2022-05-03,96.6800,99.5300,96.1400,98.9300,5748014
2022-05-04,101.0000,104.1900,99.1100,103.8600,7893218
2022-05-05,104.5900,106.5850,100.5300,102.8600,10592982
2022-05-06,104.1700,107.7100,102.8000,107.6900,9213091
2022-05-09,105.1700,105.5000,96.4800,97.2000,9750874
2022-05-10,98.8800,101.5200,95.9700,98.0000,7845924
2022-05-11,99.7100,102.8900,98.8009,99.0400,6651649
2022-05-12,98.4500,99.6600,95.4700,99.6000,7244408
2022-05-13,100.8300,103.8100,100.7000,102.9100,6549927
2022-05-16,103.0800,107.0900,102.6400,105.5000,7990622
2022-05-17,107.0800,108.3000,105.7101,107.0200,6577545
2022-05-18,107.7200,108.1000,102.7600,104.4800,8956954
2022-05-19,101.8300,106.7100,101.8300,104.6100,6784087
2022-05-20,105.1300,107.5500,102.1900,105.0200,6717710
2022-05-23,106.0400,109.4300,105.7700,109.0200,8646902
2022-05-24,107.9500,109.9800,106.3000,109.4800,6859109
2022-05-25,109.9500,111.5300,109.5500,111.2000,6706998
2022-05-26,112.6300,114.6000,112.1800,113.1500,6159020
2022-05-27,112.1500,114.6000,111.8700,114.6000,6788667
2022-05-31,116.2300,117.9900,111.3200,112.3600,17278542
2022-06-01,114.3600,117.3000,114.1800,115.7500,7246645
2022-06-02,114.2600,115.9500,113.1100,114.9600,5042665
2022-06-03,115.4500,118.4200,115.1200,118.1200,5387105
2022-06-06,118.1900,118.8100,116.6200,117.3800,5608362
2022-06-07,117.1800,122.7100,117.1300,122.7100,8559028
