date,Open,High,Low,OT,Volume
1983-01-11,0.04545158347452105,0.01724031390965841,0.055042251668694364,0.013042665253841124,-0.9949560689879596
1983-01-12,0.02608533050768247,0.06780008504434454,0.02608533050768247,0.055798249527003296,126.43548387096774
1983-01-13,0.04237790061960878,-0.015872000000000108,0.025429777669784936,0.0,-0.5351221364384255
1983-01-14,0.004064774142791494,0.06451193340703654,0.020659780073309042,0.07316593457024845,1.2442145385243668
1983-01-17,0.06882141691152466,0.049246203867744365,0.06072477962781586,0.03409561433875696,0.271988353754701
1983-01-18,0.03409561433875696,0.007219749508332596,-0.007633117882425378,-0.021976579320485357,-0.06418693371483075
1983-01-19,-0.021976579320485357,-0.025087994245047818,0.023082383916078975,0.007490133963327983,-0.22808805544231558
1983-01-20,0.007490133963327983,0.09926475432516835,0.011277435697058857,0.11152339586442128,3.1721679429627674
1983-01-21,0.11152339586442128,0.043475394508939,0.10037172244723935,0.0,-0.43123417721518986
1983-01-24,0.0,-0.04166403418587428,-0.06419096858559503,-0.05685843227271903,-0.2165470427864018
1983-01-25,-0.05685843227271903,0.0033442611160723335,0.010829624262498783,0.0390046134489026,-0.47042113486258075
1983-01-26,0.04964858991141652,0.026664914491879133,0.05714559999999991,0.0409592425873373,0.21657503017299184
1983-01-27,0.030403380575012573,0.06493672727272726,0.02702522717778888,0.06885388452476793,-0.4866622574955908
1983-01-28,0.06885388452476793,0.02438864485674941,0.06579110249170328,0.006134564643799578,2.812754992484432
1983-01-31,0.006134564643799578,-0.008928000000000047,-0.009264175571336852,-0.003048580607093676,-0.5273147105203875
1983-02-01,-0.003048580607093676,0.003002809079461377,0.003120656063507088,0.02140532009338103,0.1221255808411772
1983-02-02,0.02140532009338103,0.04790647265859738,0.021737678642981262,0.02694437290754581,0.26587385856869816
1983-02-03,0.02694437290754581,0.02285562148960918,0.03343246511323894,0.040818992090112305,-0.054353296426774
1983-02-04,0.040818992090112305,0.013965571612347683,0.03235616553875986,-0.014004688307842184,-0.15123292531488375
1983-02-07,-0.014004688307842184,-0.016527864854591234,-0.054132566842462704,-0.03977518594504881,-0.3332636639147246
1983-02-08,-0.03977518594504881,-0.039218146863502,-0.0030118530992938597,-0.008875174958646204,0.17633228840125392
1983-02-09,-0.008875174958646204,-0.008745807341462575,-0.015104758811109398,0.008954649035529894,0.0755496335776149
1983-02-10,0.008954649035529894,0.06470706048531594,0.0368073878627968,0.06508991814056064,0.3092170465807731
1983-02-11,0.07396509309920685,0.0442010009455025,0.07396509309920685,0.033331176297830334,-0.14014004542013625
1983-02-14,0.024791797281886963,-0.01587670310707412,-0.005509288284863856,-0.005376007399236049,-0.3801034444811269
1983-02-15,-0.005376007399236049,0.002688003699617969,-0.0055398086879686614,-0.018917727741641688,-0.08716492100124262
1983-02-16,-0.018917727741641688,-0.026807977054677745,-0.013926672823021513,-0.019282508997023218,0.012057565149747207
1983-02-17,-0.019282508997023218,-0.019282508997023218,-0.036725809309271384,-0.011235219796537854,0.1681398923904689
1983-02-18,-0.011235219796537854,0.03089685444047907,0.020526564717010976,0.03124793182269414,-0.15627570324066453
1983-02-22,0.036929373972274915,0.040874223018666944,0.04885270551401666,0.024791797281886963,0.7128095145252487
1983-02-23,0.01917685815703818,-0.013092836703100796,0.010958204661164483,0.00806401109885413,-0.45099601593625493
1983-02-24,0.016132839408639077,0.026528313187152763,0.02439356044970009,0.02666978873475001,0.06904416338378594
1983-02-25,0.01851728944049924,0.0051676236340061354,-0.01587670310707412,-0.02857422129545162,-0.006982156710628407
1983-02-28,-0.02857422129545162,-0.035992002800862344,-0.021504029596943974,-0.024062672192808,0.15351562500000004
1983-03-01,-0.024062672192808,-0.0053330020118225185,0.0,0.016437306991746947,0.06027768371147979
1983-03-02,0.016437306991746947,0.008042393116403312,0.016482461538461557,0.008085745612975925,-0.24465027147876073
1983-03-03,0.008085745612975925,0.005323585341791226,-0.02432279281068228,-0.032083562923744036,0.24143763213530645
1983-03-04,-0.032083562923744036,-0.03968464667343008,-0.041553529146045376,-0.0138112658346905,0.15412125340599458
1983-03-07,-0.0138112658346905,-0.013773220712159362,-0.017339962709757573,-0.019606563630979124,0.0057547587428066205
1983-03-08,-0.025213458555659818,-0.02793614880591866,-0.017645942698121697,-0.031431599535105104,0.44512910798122074
1983-03-09,-0.025860470864487395,0.002873385651609661,-0.002993819211949522,0.029496653874210965,-0.09654822335025381
1983-03-10,0.029496653874210965,0.01146574653152177,0.02402247263569146,-0.014325764810992458,-0.4351050679851669
1983-03-11,-0.014325764810992458,-0.008498022712158715,-0.02932366388144403,-0.014533975120334941,-0.22060871295006967
1983-03-14,-0.01744077014440204,-0.03428855222130622,-0.024167614097775014,-0.023597323099368794,0.9583971413986727
1983-03-15,-0.020708741570174327,-0.005916783305764173,-0.006197086204409397,0.015104758811109287,-0.5632738172813763
1983-03-16,0.015104758811109287,0.035711999999999966,0.0405015379977558,0.0,0.47836466726350335
1983-03-17,0.0,-0.025860470864487395,0.002993819211949633,0.008928000000000047,-0.6021396851029471
1983-03-18,0.008928000000000047,0.026546988486789935,0.008954649035529894,0.014748326937105372,0.9507864028411974
1983-03-21,0.014748326937105372,0.014372077694700058,0.011833566611528124,0.023259569502614985,0.2078023407022107
1983-03-22,0.023259569502614985,0.022661393899089832,0.029243167337357434,0.011362884299161546,-0.029069767441860517
1983-03-23,0.011362884299161546,-0.011079617375937545,-0.03977518594504881,-0.04775471783591145,0.39365713018407633
1983-03-24,-0.04775471783591145,-0.022412520894091403,0.0,0.017697992324526624,-0.27211966900063655
1983-03-25,0.017697992324526624,0.005735440607124831,0.017750349917292185,0.0,-0.4333187581985133
1983-03-28,-0.0028983700564091386,-0.019946801721541174,-0.029067950240670104,-0.014491850282045582,0.28433641975308643
1983-03-29,-0.008720385072201076,0.026166364526682084,0.020956734483646544,0.029415175089072765,0.39110844097326525
1983-03-30,0.026396552630195913,0.0056653484747724026,0.026396552630195913,0.011427810744804479,-0.1535305549557331
1983-03-31,0.011427810744804479,0.002816716556538701,-0.03428855222130622,-0.0451998278873168,-0.03035714285714286
1983-04-04,-0.0451998278873168,-0.050563522785045834,-0.05029795987615049,-0.02662552487593839,0.4961852144172587
1983-04-05,-0.02662552487593839,-0.005916783305764173,0.00623572955802798,-0.018235890061766846,-0.041498153683840355
1983-04-06,-0.018235890061766846,-0.03571200000000008,-0.021675931782119906,-0.009292855319951498,0.7525224729407449
1983-04-07,-0.009292855319951498,-0.006172429813499747,-0.003164359557443319,-0.009374422498614088,-0.32000418716633516
1983-04-08,-0.009374422498614088,-0.009321713191754455,-0.01904642708825177,-0.006308755942723732,0.032635467980295596
1983-04-11,-0.006308755942723732,0.050159258031716725,0.0032360395051991286,0.05714497016173525,0.533840190816935
1983-04-12,0.05714497016173525,0.017909298071059343,0.07419461128035554,0.021019663556230084,-0.24482456992905044
1983-04-13,0.021019663556230084,0.03519365179462919,0.021019663556230084,0.03529715598844674,0.09034749034749034
1983-04-14,0.03529715598844674,0.022661393899089832,0.026468914047182324,0.022725768598323093,-0.28139754485363555
1983-04-15,0.022725768598323093,0.02215923475187509,0.031521817266910945,0.016665588148915278,-0.15670170827858076
